manufacturer,code,name,substrate,coating_family,thickness_mm,actual_thickness_mm,temper_mode,exposure_rule,allowed_surfaces,edge_deletion,deposition,legacy_code,notes,review,igdb_coating,igdb_substrate,igdb_tvis,igdb_tsol,igdb_emis2,igdb_version,igdb_id
Guardian,,"ClimaGuard IS-20 exposed clr Lam, 2.3mm+.030+3mm",,uncoated,6,6.020,,,,,,,,подложку определить не удалось — проверь,,"ClimaGuard IS-20 exposed clr Lam, 2.3mm+.030+",0.863,0.695,0.198,IGDB v39.0,3299
Guardian,,"ClimaGuard IS-20 exposed clr Lam, 2.3mm+.060+2.3mm",,uncoated,6,6.096,,,,,,,,подложку определить не удалось — проверь,,"ClimaGuard IS-20 exposed clr Lam, 2.3mm+.060+",0.861,0.691,0.198,IGDB v18.1,3304
Guardian,,"ClimaGuard IS-20 exposed clr Lam, 2.3mm+.090+2.3mm",,uncoated,6,6.858,,,,,,,,подложку определить не удалось — проверь,,"ClimaGuard IS-20 exposed clr Lam, 2.3mm+.090+",0.856,0.679,0.198,IGDB v18.1,3305
Guardian,,"ClimaGuard IS-20 exposed clr Lam, 2.7mm+.015+2.7mm",,uncoated,6,5.664,,,,,,,,подложку определить не удалось — проверь,,"ClimaGuard IS-20 exposed clr Lam, 2.7mm+.015+",0.865,0.705,0.198,IGDB v18.1,3306
Guardian,,"ClimaGuard IS-20 exposed clr Lam, 2.7mm+.030+2.7mm",,uncoated,6,6.045,,,,,,,,подложку определить не удалось — проверь,,"ClimaGuard IS-20 exposed clr Lam, 2.7mm+.030+",0.863,0.696,0.198,IGDB v18.1,3307
Guardian,,"ClimaGuard IS-20 exposed clr Lam, 2.7mm+.060+2.7mm",,uncoated,6,6.807,,,,,,,,подложку определить не удалось — проверь,,"ClimaGuard IS-20 exposed clr Lam, 2.7mm+.060+",0.858,0.680,0.198,IGDB v18.1,3308
Guardian,,"ClimaGuard IS-20 exposed clr Lam, 3mm+.030+3mm",,uncoated,6,6.706,,,,,,,,подложку определить не удалось — проверь,,"ClimaGuard IS-20 exposed clr Lam, 3mm+.030+",0.860,0.686,0.198,IGDB v18.1,3310
Guardian,,"ClimaGuard IS-20, Interior Surface LE on 6mm Clr",,lowe,6,5.613,,,,,,,,подложку определить не удалось — проверь,"ClimaGuard IS-20, Interior Surface LE",Clr,0.866,0.725,0.198,IGDB v18.1,3293
Guardian,,SGSN68CClr6,,uncoated,6,5.613,,,,,,,,подложку определить не удалось — проверь,,SGSN68CClr6,0.767,0.398,0.039,IGDB v101.0,26360
Guardian,,SGSNE50CClr6,,uncoated,6,5.613,,,,,,,,подложку определить не удалось — проверь,,SGSNE50CClr6,0.544,0.245,0.026,IGDB v101.0,26363
Guardian,,SGSNR50CClr6,,uncoated,6,5.613,,,,,,,,подложку определить не удалось — проверь,,SGSNR50CClr6,0.539,0.248,0.029,IGDB v101.0,26369
Guardian,,SNX5123CClr6,,uncoated,6,5.613,,,,,,,,подложку определить не удалось — проверь,,SNX5123CClr6,0.573,0.217,0.021,IGDB v101.0,26366
Guardian,,SNX6227CClr6,,uncoated,6,5.613,,,,,,,,подложку определить не удалось — проверь,,SNX6227CClr6,0.695,0.264,0.021,IGDB v101.0,26372
Guardian,,SunGuard IS 20 6 mm CrystalClear,clear,uncoated,6,5.613,,,,,,,,,,SunGuard IS 20 6 mm CrystalClear,0.877,0.785,0.198,IGDB v107.0,26378
Guardian,,SunGuard IS 20 Interior Surface LE on 6mm clear,clear,lowe,6,5.613,,,,,,,,,SunGuard IS 20 Interior Surface LE,clear,0.866,0.725,0.198,IGDB v20.0,3168
Guardian,,SunGuard IS 20 Interior Surface on 6mmUltraClear,clear,lowe,6,5.613,,,,,,,,,SunGuard IS 20 Interior Surface,6mmUltraClear,0.884,0.809,0.198,IGDB v52.0,26111
Guardian,,SunGuard Neutral 50 on Clear,clear,lowe,6,5.613,,,,,,,,,SunGuard Neutral 50,Clear,0.555,0.376,0.147,IGDB v15.4,3128
Guardian,,SunGuard Neutral 50 on Green,tinted,lowe,6,5.613,,,,,,,,,SunGuard Neutral 50,Green,0.473,0.232,0.147,IGDB v15.4,3129
Guardian,,SunGuard Neutral 78/65 on 6mm Clear,clear,lowe,6,5.613,,,,,,,,,SunGuard Neutral 78/65,Clear,0.869,0.657,0.840,IGDB v30.0,3400
Guardian,,SunGuard Neutral 78/65 on 6mm CrystalClear,clear,lowe,6,5.613,,,,,,,,,SunGuard Neutral 78/65,CrystalClear,0.880,0.707,0.089,IGDB v107.0,26379
Guardian,,SunGuard Neutral 78/65 on 6mm UltraClear,clear,lowe,6,5.613,,,,,,,,,SunGuard Neutral 78/65,UltraClear,0.887,0.727,0.089,IGDB v52.0,3403
Guardian,,SunGuard Silver 20 on 6mm CrystalGray,tinted,lowe,6,5.613,,,,,,,,,SunGuard Silver 20,CrystalGray,0.139,0.109,0.295,IGDB v48.0,26131
Guardian,,SunGuard SNE 50/25 on 6mm Clear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNE 50/25,Clear,0.538,0.238,0.026,IGDB v90.0,26258
Guardian,,SunGuard SNE 50/25 on 6mm CrystalGray,tinted,lowe,6,5.613,,,,,,,,,SunGuard SNE 50/25,CrystalGray,0.382,0.167,0.026,IGDB v90.0,26255
Guardian,,SunGuard SNE 50/25 on 6mm UltraClear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNE 50/25,UltraClear,0.548,0.248,0.026,IGDB v90.0,26252
Guardian,,SunGuard SNR 35 on 6mm Clear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNR 35,Clear,0.366,0.151,0.029,IGDB v82.0,26280
Guardian,,SunGuard SNR 35 on 6mm UltraClear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNR 35,UltraClear,0.373,0.157,0.029,IGDB v82.0,26286
Guardian,,SunGuard SNR 35 on 6mmCrystalGray,tinted,lowe,6,5.613,,,,,,,,,SunGuard SNR 35,6mmCrystalGray,0.259,0.106,0.029,IGDB v95.0,26284
Guardian,,SunGuard SNR 43 on 6 mm CrystalClear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNR 43,CrystalClear,0.485,0.220,0.025,IGDB v107.0,26375
Guardian,,SunGuard SNR 43 on 6mm Clear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNR 43,Clear,0.478,0.213,0.025,IGDB v20.0,3425
Guardian,,SunGuard SNR 43 on 6mm CrystalGray,tinted,lowe,6,5.613,,,,,,,,,SunGuard SNR 43,CrystalGray,0.346,0.152,0.025,IGDB v20.0,3437
Guardian,,SunGuard SNR 43 on 6mm Green,tinted,lowe,6,5.613,,,,,,,,,SunGuard SNR 43,Green,0.406,0.158,0.025,IGDB v20.0,3428
Guardian,,SunGuard SNR 43 on 6mm UltraClear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNR 43,UltraClear,0.488,0.224,0.025,IGDB v52.0,3434
Guardian,,SunGuard SNR 50 on 6mm Clear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNR 50,Clear,0.533,0.241,0.029,IGDB v82.0,26292
Guardian,,SunGuard SNR 50 on 6mm UltraClear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNR 50,UltraClear,0.543,0.252,0.029,IGDB v82.0,26298
Guardian,,SunGuard SNR 50 on 6mmCrystalGray,tinted,lowe,6,5.613,,,,,,,,,SunGuard SNR 50,6mmCrystalGray,0.378,0.169,0.029,IGDB v95.0,26296
Guardian,,SunGuard SNX 51/23 on 6mm UltraClear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNX 51/23,UltraClear,0.579,0.220,0.021,IGDB v52.0,26139
Guardian,,SunGuard SNX 51/23 on Clear 6 mm,clear,lowe,6,5.613,,,,,,,,,SunGuard SNX 51/23,Clear,0.567,0.213,0.021,IGDB v35.0,26143
Guardian,,SunGuard SNX 51/23 on CrystalGray 6 mm,tinted,lowe,6,5.613,,,,,,,,,SunGuard SNX 51/23,CrystalGray,0.412,0.154,0.021,IGDB v35.0,26155
Guardian,,SunGuard SNX 51/23 on Gray 6 mm,tinted,lowe,6,5.613,,,,,,,,,SunGuard SNX 51/23,Gray,0.288,0.112,0.021,IGDB v35.0,26159
Guardian,,SunGuard SNX 51/23 on Green 6 mm,tinted,lowe,6,5.613,,,,,,,,,SunGuard SNX 51/23,Green,0.482,0.169,0.021,IGDB v35.0,26147
Guardian,,SunGuard SNX 60+ on 6 mm Clear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNX 60+,Clear,0.666,0.241,0.021,IGDB v107.0,26078
Guardian,,SunGuard SNX 60+ on 6 mm CrystalClear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNX 60+,CrystalClear,0.674,0.246,0.021,IGDB v107.0,26127
Guardian,,SunGuard SNX 60+ on 6 mm CrystalGray,tinted,lowe,6,5.613,,,,,,,,,SunGuard SNX 60+,CrystalGray,0.483,0.174,0.021,IGDB v107.0,26107
Guardian,,SunGuard SNX 60+ on 6 mm Gray,tinted,lowe,6,5.613,,,,,,,,,SunGuard SNX 60+,Gray,0.336,0.124,0.021,IGDB v107.0,26082
Guardian,,SunGuard SNX 60+ on 6 mm UltraClear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNX 60+,UltraClear,0.680,0.248,0.021,IGDB v107.0,26176
Guardian,,"SunGuard SNX 60+ on Green_ 1/4"" (6mm)",tinted,lowe,6,5.613,,,,,,,,,SunGuard SNX 60+,"Green_ 1/4"" (6mm)",0.566,0.193,0.021,IGDB v107.0,26083
Guardian,,SunGuard SNX 62/27 on 6mm Clear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNX 62/27,Clear,0.688,0.259,0.020,IGDB v18.1,3413
Guardian,,SunGuard SNX 62/27 on 6mm CrystalGray,tinted,lowe,6,5.613,,,,,,,,,SunGuard SNX 62/27,CrystalGray,0.500,0.187,0.020,IGDB v18.1,3416
Guardian,,SunGuard SNX 62/27 on 6mm Gray,tinted,lowe,6,5.613,,,,,,,,,SunGuard SNX 62/27,Gray,0.350,0.137,0.020,IGDB v48.0,26126
Guardian,,SunGuard SNX 62/27 on 6mm Green,tinted,lowe,6,5.613,,,,,,,,,SunGuard SNX 62/27,Green,0.585,0.204,0.020,IGDB v18.1,3420
Guardian,,SunGuard SNX 62/27 on 6mm UltraClear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNX 62/27,UltraClear,0.702,0.268,0.021,IGDB v52.0,3422
Guardian,,SunGuard SNX 70+ on 6 mm Clear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNX 70+,Clear,0.729,0.276,0.018,IGDB v94.0,26088
Guardian,,SunGuard SNX 70+ on 6 mm CrystalClear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNX 70+,CrystalClear,0.737,0.282,0.018,IGDB v94.0,26095
Guardian,,SunGuard SNX 70+ on 6 mm CrystalGray,tinted,lowe,6,5.613,,,,,,,,,SunGuard SNX 70+,CrystalGray,0.518,0.196,0.018,IGDB v94.0,26092
Guardian,,SunGuard SNX 70+ on 6 mm UltraClear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNX 70+,UltraClear,0.742,0.285,0.018,IGDB v94.0,26084
Guardian,,SunGuard SNX-L 62/34 on 6mm Clear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNX-L 62/34,Clear,0.722,0.297,0.028,IGDB v48.0,26181
Guardian,,SunGuard SNX-L 62/34 on 6mm UltraClear,clear,lowe,6,5.613,,,,,,,,,SunGuard SNX-L 62/34,UltraClear,0.736,0.308,0.028,IGDB v81.0,26180
Guardian,,SunGuard SuperNeutral 54 on 6mm Clear,clear,lowe,6,5.613,,,,,,,,,SunGuard SuperNeutral 54,Clear,0.601,0.271,0.027,IGDB v47.0,3114
Guardian,,SunGuard SuperNeutral 54 on 6mm CrystalGray,tinted,lowe,6,5.613,,,,,,,,,SunGuard SuperNeutral 54,CrystalGray,0.436,0.193,0.027,IGDB v52.0,3152
Guardian,,SunGuard SuperNeutral 54 on 6mm Gray,tinted,lowe,6,5.613,,,,,,,,,SunGuard SuperNeutral 54,Gray,0.305,0.149,0.027,IGDB v49.0,3448
Guardian,,SunGuard SuperNeutral 54 on 6mm UltraClear,clear,lowe,6,5.613,,,,,,,,,SunGuard SuperNeutral 54,UltraClear,0.613,0.284,0.027,IGDB v52.0,3113
Guardian,,SunGuard SuperNeutral 54 on Green,tinted,lowe,6,5.613,,,,,,,,,SunGuard SuperNeutral 54,Green,0.509,0.198,0.027,IGDB v52.0,3115
Guardian,,"SunGuard SuperNeutral 68 inside (3+.030""+3) clear",clear,uncoated,6,6.706,,,,,,,,,,"SunGuard SuperNeutral 68 inside (3+.030""+3) clear",0.689,0.314,0.840,IGDB v17.0,3086
Guardian,,SunGuard SuperNeutral 68 on 6mm UltraClear,clear,lowe,6,5.613,,,,,,,,,SunGuard SuperNeutral 68,UltraClear,0.773,0.405,0.039,IGDB v52.0,3112
Guardian,,SunGuard SuperNeutral 68 on Clear,clear,lowe,6,5.613,,,,,,,,,SunGuard SuperNeutral 68,Clear,0.757,0.381,0.039,IGDB v15.4,3110
Guardian,,SunGuard SuperNeutral 68 on CrystalGray,tinted,lowe,6,5.613,,,,,,,,,SunGuard SuperNeutral 68,CrystalGray,0.550,0.271,0.039,IGDB v15.5,3150
Guardian,,SunGuard SuperNeutral 68 on Gray,tinted,lowe,6,5.613,,,,,,,,,SunGuard SuperNeutral 68,Gray,0.385,0.214,0.039,IGDB v32.0,3140
Guardian,,SunGuard SuperNeutral 68 on Green,tinted,lowe,6,5.613,,,,,,,,,SunGuard SuperNeutral 68,Green,0.643,0.268,0.039,IGDB v15.4,3111
Guardian,,SunGuard Window 64 on 6 mm Clear,clear,lowe,6,5.613,,,,,,,,,SunGuard Window 64,Clear,0.710,0.279,0.026,IGDB v107.0,26071
Guardian,,SunGuard Window 70 on 6 mm Clear,clear,lowe,6,5.613,,,,,,,,,SunGuard Window 70,Clear,0.747,0.350,0.025,IGDB v107.0,26075
Guardian,,8 mm Clear Float Glass,clear,uncoated,8,7.468,,,,,,,,,,8 mm Clear Float Glass,0.887,0.784,0.840,IGDB v43.0,3017
Guardian,,8mm CrystalClear Float Glass,clear,uncoated,8,7.468,,,,,,,,,,8mm CrystalClear Float Glass,0.900,0.857,0.840,IGDB v96.0,3049
Guardian,,8mm Green Float Glass,tinted,uncoated,8,7.468,,,,,,,,,,8mm Green Float Glass,0.702,0.360,0.840,IGDB v48.0,3027
Guardian,,8mm UltraClear Float Glass,clear,uncoated,8,7.468,,,,,,,,,,8mm UltraClear Float Glass,0.909,0.893,0.840,IGDB v52.0,3006
Guardian,,"Bronz laminate (3.1+[.045"",.015""Brz,.045""]PVB+3.1)",,uncoated,8,8.966,,,,,,,,подложку определить не удалось — проверь,,"Bronz laminate (3.1+[.045"",.015""Brz,.045""]PVB+3.1)",0.502,0.474,0.840,IGDB v15.0,3181
Guardian,,"Clear laminate (3.1mm+.090""PVB+3.1mm)",clear,uncoated,8,8.433,,,,,,,,,,"Clear laminate (3.1mm+.090""PVB+3.1mm)",0.882,0.722,0.840,IGDB v47.0,3171
Guardian,,"Clear laminate (3.1mm+0.090""SentryGlas+3.1mm)",clear,uncoated,8,8.433,,,,,,,,,,"Clear laminate (3.1mm+0.090""SentryGlas+3.1mm)",0.883,0.725,0.840,IGDB v66.0,3065
Guardian,,"Clear laminate (3mm+.060""PVB+3mm)",clear,uncoated,8,7.468,,,,,,,,,,"Clear laminate (3mm+.060""PVB+3mm)",0.886,0.739,0.840,IGDB v47.0,3073
Guardian,,"Clear laminate (4mm+.030""PVB+4mm)",clear,uncoated,8,8.433,,,,,,,,,,"Clear laminate (4mm+.030""PVB+4mm)",0.883,0.733,0.840,IGDB v47.0,3074
Guardian,,ClimaGuard 55/27 embedded clr Lam 2.7mm+.090+2.7mm,,uncoated,8,7.569,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 55/27 embedded clr Lam 2.7mm+.090+,0.594,0.236,0.840,IGDB v45.0,3375
Guardian,,ClimaGuard 55/27 embedded clr Lam 3.1mm+.060+3.1mm,,uncoated,8,7.671,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 55/27 embedded clr Lam 3.1mm+.060+,0.593,0.236,0.840,IGDB v45.0,3380
Guardian,,ClimaGuard 55/27 embedded clr Lam 3.1mm+.090+3.1mm,,uncoated,8,8.433,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 55/27 embedded clr Lam 3.1mm+.090+,0.592,0.235,0.840,IGDB v45.0,3381
Guardian,,ClimaGuard 55/27 exposed clr Lam 2.7mm+.090+2.7mm,,uncoated,8,7.569,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 55/27 exposed clr Lam 2.7mm+.090+,0.599,0.260,0.031,IGDB v45.0,3387
Guardian,,ClimaGuard 55/27 exposed clr Lam 3.1mm+.060+3.1mm,,uncoated,8,7.671,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 55/27 exposed clr Lam 3.1mm+.060+,0.598,0.259,0.031,IGDB v45.0,3392
Guardian,,ClimaGuard 55/27 exposed clr Lam 3.1mm+.090+3.1mm,,uncoated,8,7.315,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 55/27 exposed clr Lam 3.1mm+.090+,0.597,0.258,0.031,IGDB v45.0,3393
Guardian,,ClimaGuard 55/27#4 exp clr Lam 3.1mm+.090SGP+3mm,,uncoated,8,8.331,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 55/27#4 exp clr Lam 3.1mm+.090SGP+,0.595,0.259,0.031,IGDB v93.0,3395
Guardian,,ClimaGuard 55/27#4 exposed clr Lam 3.1mm+.090+3mm,,uncoated,8,8.331,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 55/27#4 exposed clr Lam 3.1mm+.090+,0.594,0.256,0.031,IGDB v93.0,3390
Guardian,,ClimaGuard 55/27#4 exposed clr Lam 3mm+.090+3mm,,uncoated,8,8.230,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 55/27#4 exposed clr Lam 3mm+.090+,0.595,0.256,0.031,IGDB v93.0,3389
Guardian,,ClimaGuard 62-C3(2)/PVB-2.28mm/MG3,,uncoated,8,8.230,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-C3(2)/PVB-2.28mm/MG3,0.181,0.067,0.840,IGDB v108.0,26261
Guardian,,ClimaGuard 62-C5(2)/PVB-2.28mm/ATG,,uncoated,8,7.620,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-C5(2)/PVB-2.28mm/ATG,0.611,0.232,0.840,IGDB v107.0,26452
Guardian,,ClimaGuard 62-C5(2)/SGP-2.28mm/ATG,,uncoated,8,7.620,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-C5(2)/SGP-2.28mm/ATG,0.598,0.228,0.840,IGDB v107.0,26454
Guardian,,ClimaGuard 62-C6(2)/PVB-2.28mm/ATG,,uncoated,8,8.611,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-C6(2)/PVB-2.28mm/ATG,0.609,0.231,0.840,IGDB v107.0,26460
Guardian,,ClimaGuard 62-C6(2)/SGP-2.28mm/ATG,,uncoated,8,8.611,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-C6(2)/SGP-2.28mm/ATG,0.596,0.226,0.840,IGDB v107.0,26462
Guardian,,ClimaGuard 62-GN5(2)/PVB-2.28mm/ATG,,uncoated,8,7.620,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-GN5(2)/PVB-2.28mm/ATG,0.533,0.190,0.840,IGDB v108.0,26470
Guardian,,ClimaGuard 62-GN5(2)/SGP-2.28mm/ATG,,uncoated,8,7.620,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-GN5(2)/SGP-2.28mm/ATG,0.531,0.192,0.840,IGDB v108.0,26476
Guardian,,ClimaGuard 62-GN6(2)/PVB-2.28mm/ATG,,uncoated,8,8.611,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-GN6(2)/PVB-2.28mm/ATG,0.515,0.182,0.840,IGDB v108.0,26472
Guardian,,ClimaGuard 62-GN6(2)/SGP-2.28mm/ATG,,uncoated,8,8.611,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-GN6(2)/SGP-2.28mm/ATG,0.514,0.183,0.840,IGDB v108.0,26478
Guardian,,ClimaGuard 62-GY3(2)/PVB-2.28mm/C3,,uncoated,8,8.230,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-GY3(2)/PVB-2.28mm/C3,0.422,0.162,0.840,IGDB v108.0,26273
Guardian,,ClimaGuard 62-Gy5(2)/PVB-2.28mm/ATG,,uncoated,8,7.620,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-Gy5(2)/PVB-2.28mm/ATG,0.347,0.135,0.840,IGDB v107.0,26456
Guardian,,ClimaGuard 62-Gy5(2)/SGP-2.28mm/ATG,,uncoated,8,7.620,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-Gy5(2)/SGP-2.28mm/ATG,0.339,0.132,0.840,IGDB v107.0,26458
Guardian,,ClimaGuard 62-Gy6(2)/PVB-2.28mm/ATG,,uncoated,8,8.611,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-Gy6(2)/PVB-2.28mm/ATG,0.306,0.119,0.840,IGDB v107.0,26464
Guardian,,ClimaGuard 62-Gy6(2)/SGP-2.28mm/ATG,,uncoated,8,8.611,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-Gy6(2)/SGP-2.28mm/ATG,0.299,0.117,0.840,IGDB v107.0,26466
Guardian,,ClimaGuard 62-MG5(2)/PVB-2.28mm/ATG,,uncoated,8,7.620,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-MG5(2)/PVB-2.28mm/ATG,0.094,0.035,0.840,IGDB v108.0,26471
Guardian,,ClimaGuard 62-MG5(2)/SGP-2.28mm/ATG,,uncoated,8,7.620,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-MG5(2)/SGP-2.28mm/ATG,0.094,0.035,0.840,IGDB v108.0,26477
Guardian,,ClimaGuard 62-MG6(2)/PVB-2.28mm/ATG,,uncoated,8,8.611,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-MG6(2)/PVB-2.28mm/ATG,0.063,0.023,0.840,IGDB v108.0,26473
Guardian,,ClimaGuard 62-MG6(2)/SGP-2.28mm/ATG,,uncoated,8,8.611,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62-MG6(2)/SGP-2.28mm/ATG,0.063,0.023,0.840,IGDB v108.0,26479
Guardian,,ClimaGuard 62T-C3(2)/PVB-.76+.76Bz52+.76/Bz3,,uncoated,8,8.560,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62T-C3(2)/PVB-.76+.76Bz52+.76/Bz3,0.274,0.104,0.840,IGDB v90.0,26350
Guardian,,ClimaGuard 62T-C3(2)/PVB-.76+.76Bz52+.76/C3,,uncoated,8,8.433,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62T-C3(2)/PVB-.76+.76Bz52+.76/C3,0.363,0.138,0.840,IGDB v89.0,26316
Guardian,,ClimaGuard 62T-C3(2)/PVB-.76+.76Gn73+.76/C3,,uncoated,8,8.433,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62T-C3(2)/PVB-.76+.76Gn73+.76/C3,0.496,0.185,0.840,IGDB v89.0,26318
Guardian,,ClimaGuard 62T-C3(2)/PVB-.76+.76Gn73+.76/Gn3,,uncoated,8,8.433,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62T-C3(2)/PVB-.76+.76Gn73+.76/Gn3,0.450,0.161,0.840,IGDB v90.0,26354
Guardian,,ClimaGuard 62T-C3(2)/PVB-.76+.76Grey44+.76/C3,tinted,uncoated,8,8.433,,,,,,,в имени IGDB зашиты номера поверхностей,,,ClimaGuard 62T-C3(2)/PVB-.76+.76Grey44+.76/C3,0.314,0.122,0.840,IGDB v88.0,26312
Guardian,,ClimaGuard 62T-C3(2)/PVB-.76+.76Y44+.76/Gray3,tinted,uncoated,8,8.433,,,,,,,в имени IGDB зашиты номера поверхностей,,,ClimaGuard 62T-C3(2)/PVB-.76+.76Y44+.76/Gray3,0.216,0.086,0.840,IGDB v88.0,26326
Guardian,,ClimaGuard 62T-C3(2)/PVB-.76Bz52+.76Bz52+.76/C3,,uncoated,8,8.433,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62T-C3(2)/PVB-.76Bz52+.76Bz52+.76/C3,0.217,0.083,0.840,IGDB v90.0,26352
Guardian,,ClimaGuard 62T-C3(2)/PVB-.76Grey44x3/C3,tinted,uncoated,8,8.433,,,,,,,в имени IGDB зашиты номера поверхностей,,,ClimaGuard 62T-C3(2)/PVB-.76Grey44x3/C3,0.083,0.035,0.840,IGDB v88.0,26324
Guardian,,ClimaGuard 62T-C3(2)/PVB-.76Y44+.76+.76Y44/C3,,uncoated,8,8.433,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62T-C3(2)/PVB-.76Y44+.76+.76Y44/C3,0.161,0.065,0.840,IGDB v88.0,26320
Guardian,,ClimaGuard 62T-C3(2)/PVB-.76Y44+.76+.76Y44/Gray3,tinted,uncoated,8,8.433,,,,,,,в имени IGDB зашиты номера поверхностей,,,ClimaGuard 62T-C3(2)/PVB-.76Y44+.76+.76Y44/Gray3,0.111,0.046,0.840,IGDB v88.0,26327
Guardian,,ClimaGuard 62T-C3(2)/PVB-1.52+.38BL78+.38/C3,,uncoated,8,8.433,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62T-C3(2)/PVB-1.52+.38BL78+.38/C3,0.536,0.203,0.840,IGDB v89.0,26333
Guardian,,ClimaGuard 62T-C3(2)/PVB-2.28/C3,,uncoated,8,8.433,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62T-C3(2)/PVB-2.28/C3,0.615,0.232,0.840,IGDB v88.0,26310
Guardian,,ClimaGuard 62T-C3(2)/PVB-2.28/Gn3,,uncoated,8,8.433,,,,,,,в имени IGDB зашиты номера поверхностей,подложку определить не удалось — проверь,,ClimaGuard 62T-C3(2)/PVB-2.28/Gn3,0.557,0.201,0.840,IGDB v89.0,26321
Guardian,,ClimaGuard 62T-C3(2)/PVB-2.28/Gray3,tinted,uncoated,8,8.433,,,,,,,в имени IGDB зашиты номера поверхностей,,,ClimaGuard 62T-C3(2)/PVB-2.28/Gray3,0.422,0.163,0.840,IGDB v88.0,26313
Guardian,,ClimaGuard 70-C3_060P-030nP_C3,,uncoated,8,8.230,,,,,,,,подложку определить не удалось — проверь,,ClimaGuard 70-C3_060P-030nP_C3,0.534,0.246,0.840,IGDB v101.0,26396
