manufacturer,code,name,substrate,coating_family,thickness_mm,actual_thickness_mm,temper_mode,exposure_rule,allowed_surfaces,edge_deletion,deposition,legacy_code,notes,review,igdb_coating,igdb_substrate,igdb_tvis,igdb_tsol,igdb_emis2,igdb_version,igdb_id
Cardinal Glass Industries,,Clear-6 / 0.030 PVB / i89-6 (4),clear,uncoated,12,12.160,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-6 / 0.030 PVB / i89-6 (4),0.855,0.600,0.149,IGDB v93.0,18304
Cardinal Glass Industries,,Clear-6 / 0.030 SGP / i89-6 (4),clear,uncoated,12,12.160,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-6 / 0.030 SGP / i89-6 (4),0.853,0.592,0.149,IGDB v93.0,18305
Cardinal Glass Industries,,Clear-6 / 0.060 PVB / i89-6 (4),clear,uncoated,12,12.920,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-6 / 0.060 PVB / i89-6 (4),0.854,0.589,0.149,IGDB v93.0,18306
Cardinal Glass Industries,,Clear-6 / 0.060 SGP / i89-6 (4),clear,uncoated,12,12.920,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clear-6 / 0.060 SGP / i89-6 (4),0.850,0.589,0.149,IGDB v93.0,18307
Cardinal Glass Industries,,CLiC - 11.5mm,,uncoated,12,11.500,,,,,,,,подложку определить не удалось — проверь,,CLiC,0.821,0.643,0.840,IGDB v92.0,2092
Cardinal Glass Industries,,CLiC with i89 - 11.5mm,,uncoated,12,11.500,,,,,,,,подложку определить не удалось — проверь,,CLiC with i89,0.799,0.573,0.149,IGDB v94.0,2093
Cardinal Glass Industries,,Clr-5 / .060 PVB /.007 PET/ .030 Brnz PVB / Clr-5,,uncoated,12,11.900,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clr-5 / .060 PVB /.007 PET/ .030 Brnz PVB / Clr-5,0.519,0.444,0.840,IGDB v20.0,2082
Cardinal Glass Industries,,Clr-5 / .060 PVB /.007 PET/ .030 Gray PVB / Clr-5,tinted,uncoated,12,11.900,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,Clr-5 / .060 PVB /.007 PET/ .030 Gray PVB / Clr-5,0.409,0.403,0.840,IGDB v20.0,2077
Cardinal Glass Industries,,E180-5 / 0.090 SGP / Bronze-5,tinted,uncoated,12,11.700,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E180-5 / 0.090 SGP / Bronze-5,0.537,0.358,0.840,IGDB v19.0,2119
Cardinal Glass Industries,,E180-5 / 0.090 SGP / Clr-5,,uncoated,12,11.700,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E180-5 / 0.090 SGP / Clr-5,0.823,0.554,0.840,IGDB v19.0,2116
Cardinal Glass Industries,,E180-5 / 0.090 SGP / Green-5,tinted,uncoated,12,11.700,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E180-5 / 0.090 SGP / Green-5,0.717,0.356,0.840,IGDB v19.0,2122
Cardinal Glass Industries,,E180-5 / 0.090 SGP / Grey-5,tinted,uncoated,12,11.700,,,,,,,,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E180-5 / 0.090 SGP / Grey-5,0.450,0.320,0.840,IGDB v19.0,2125
Cardinal Glass Industries,,E240-5 (2) / 0.090 PVB / Clear-5,clear,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E240-5 (2) / 0.090 PVB / Clear-5,0.362,0.176,0.840,IGDB v97.0,18314
Cardinal Glass Industries,,E240-5 (2) / 0.090 SG / Clear-5,clear,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E240-5 (2) / 0.090 SG / Clear-5,0.362,0.163,0.840,IGDB v97.0,18315
Cardinal Glass Industries,,E240-6 (2) / 0.030 PVB / Clear-6,clear,uncoated,12,12.000,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E240-6 (2) / 0.030 PVB / Clear-6,0.362,0.176,0.840,IGDB v97.0,18316
Cardinal Glass Industries,,E240-6 (2) / 0.060 PVB / Clear-6,clear,uncoated,12,12.800,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E240-6 (2) / 0.060 PVB / Clear-6,0.362,0.175,0.840,IGDB v98.0,18320
Cardinal Glass Industries,,E270-5 (2) / .075 Vanceva Storm / Clear-5,clear,uncoated,12,11.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E270-5 (2) / .075 Vanceva Storm / Clear-5,0.706,0.310,0.840,IGDB v58.0,18201
Cardinal Glass Industries,,E270-5 (2) / .090 PVB / Clear-5,clear,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E270-5 (2) / .090 PVB / Clear-5,0.714,0.315,0.840,IGDB v58.0,18202
Cardinal Glass Industries,,E270-5 (2) / .090 SGP / Clear-5,clear,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E270-5 (2) / .090 SGP / Clear-5,0.709,0.314,0.840,IGDB v58.0,18203
Cardinal Glass Industries,,E340-5 (2) / .050 DMJ1/.050 DMJ1 / Bronze-5,tinted,uncoated,12,11.940,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-5 (2) / .050 DMJ1/.050 DMJ1 / Bronze-5,0.245,0.086,0.840,IGDB v75.0,18057
Cardinal Glass Industries,,E340-5 (2) / .050 DMJ1/.050 DMJ1 / Clear-5,clear,uncoated,12,11.940,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-5 (2) / .050 DMJ1/.050 DMJ1 / Clear-5,0.381,0.136,0.840,IGDB v75.0,18058
Cardinal Glass Industries,,E340-5 (2) / .050 DMJ1/.050 DMJ1 / Green-5,tinted,uncoated,12,11.940,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-5 (2) / .050 DMJ1/.050 DMJ1 / Green-5,0.336,0.115,0.840,IGDB v75.0,18059
Cardinal Glass Industries,,E340-5 (2) / .050 DMJ1/.050 DMJ1 / Grey-5,tinted,uncoated,12,11.940,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-5 (2) / .050 DMJ1/.050 DMJ1 / Grey-5,0.217,0.079,0.840,IGDB v75.0,18060
Cardinal Glass Industries,,E340-5 (2) / 0.090 PVB / Clear-5,clear,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-5 (2) / 0.090 PVB / Clear-5,0.371,0.138,0.845,IGDB v37.0,18079
Cardinal Glass Industries,,E340-5 (2) / 0.090 PVB / i89-5 (4),,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-5 (2) / 0.090 PVB / i89-5 (4),0.370,0.136,0.149,IGDB v37.0,18091
Cardinal Glass Industries,,E340-5 (2) / 0.090 SGP / Clear-5,clear,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-5 (2) / 0.090 SGP / Clear-5,0.370,0.138,0.845,IGDB v37.0,18073
Cardinal Glass Industries,,E340-5 (2) / 0.090 SGP / i89-5 (4),,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-5 (2) / 0.090 SGP / i89-5 (4),0.370,0.137,0.149,IGDB v37.0,18085
Cardinal Glass Industries,,E340-6 (2) / 0.035 SGP / Clear-6,clear,uncoated,12,12.300,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-6 (2) / 0.035 SGP / Clear-6,0.370,0.137,0.845,IGDB v37.0,18074
Cardinal Glass Industries,,E340-6 (2) / 0.035 SGP / i89-6 (4),,uncoated,12,12.300,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-6 (2) / 0.035 SGP / i89-6 (4),0.362,0.134,0.149,IGDB v37.0,18086
Cardinal Glass Industries,,E340-6 (2) / 0.060 PVB / Clear-6,clear,uncoated,12,12.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-6 (2) / 0.060 PVB / Clear-6,0.371,0.138,0.845,IGDB v37.0,18080
Cardinal Glass Industries,,E340-6 (2) / 0.060 PVB / i89-6 (4),,uncoated,12,12.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340-6 (2) / 0.060 PVB / i89-6 (4),0.364,0.135,0.149,IGDB v37.0,18092
Cardinal Glass Industries,,E340+-5 (2) / .050 DMJ1/.050 DMJ1 / Bronze-5,tinted,uncoated,12,11.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-5 (2) / .050 DMJ1/.050 DMJ1 / Bronze-5,0.224,0.079,0.840,IGDB v108.0,18349
Cardinal Glass Industries,,E340+-5 (2) / .050 DMJ1/.050 DMJ1 / Clear-5,clear,uncoated,12,11.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-5 (2) / .050 DMJ1/.050 DMJ1 / Clear-5,0.347,0.124,0.840,IGDB v108.0,18350
Cardinal Glass Industries,,E340+-5 (2) / .050 DMJ1/.050 DMJ1 / Grey-5,tinted,uncoated,12,11.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-5 (2) / .050 DMJ1/.050 DMJ1 / Grey-5,0.210,0.075,0.840,IGDB v108.0,18351
Cardinal Glass Industries,,E340+-5 (2) / .090 PVB / Clear-5,clear,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-5 (2) / .090 PVB / Clear-5,0.342,0.121,0.840,IGDB v108.0,18345
Cardinal Glass Industries,,E340+-5 (2) / .090 PVB / i89-5 (4),,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-5 (2) / .090 PVB / i89-5 (4),0.351,0.122,0.149,IGDB v108.0,18346
Cardinal Glass Industries,,E340+-5 (2) / .090 SG / Clear-5,clear,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-5 (2) / .090 SG / Clear-5,0.352,0.126,0.840,IGDB v108.0,18347
Cardinal Glass Industries,,E340+-5 (2) / .090 SG / i89-5 (4),,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-5 (2) / .090 SG / i89-5 (4),0.352,0.125,0.149,IGDB v108.0,18348
Cardinal Glass Industries,,E340+-6 (2) / .035 SG / Clear-6,clear,uncoated,12,12.300,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-6 (2) / .035 SG / Clear-6,0.352,0.125,0.840,IGDB v108.0,18354
Cardinal Glass Industries,,E340+-6 (2) / .035 SG / i89-6 (4),,uncoated,12,12.300,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-6 (2) / .035 SG / i89-6 (4),0.353,0.124,0.149,IGDB v108.0,18355
Cardinal Glass Industries,,E340+-6 (2) / .060 PVB / Clear-6,clear,uncoated,12,12.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-6 (2) / .060 PVB / Clear-6,0.353,0.124,0.840,IGDB v108.0,18356
Cardinal Glass Industries,,E340+-6 (2) / .060 PVB / i89-6 (4),,uncoated,12,12.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E340+-6 (2) / .060 PVB / i89-6 (4),0.352,0.124,0.149,IGDB v108.0,18357
Cardinal Glass Industries,,E366-4 (2) / 0.090 SGP / Clear-6,clear,uncoated,12,11.900,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-4 (2) / 0.090 SGP / Clear-6,0.614,0.232,0.845,IGDB v39.0,18127
Cardinal Glass Industries,,E366-5 (2) / .030 GREY .060 PVB / Clear-5,tinted,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-5 (2) / .030 GREY .060 PVB / Clear-5,0.303,0.128,0.840,IGDB v74.0,18051
Cardinal Glass Industries,,E366-5 (2) / .050 DMJ1/.050 DMJ1 / Bronze-5,tinted,uncoated,12,11.940,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-5 (2) / .050 DMJ1/.050 DMJ1 / Bronze-5,0.407,0.153,0.840,IGDB v75.0,18061
Cardinal Glass Industries,,E366-5 (2) / .050 DMJ1/.050 DMJ1 / Clear-5,clear,uncoated,12,11.940,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-5 (2) / .050 DMJ1/.050 DMJ1 / Clear-5,0.614,0.231,0.840,IGDB v75.0,18062
Cardinal Glass Industries,,E366-5 (2) / .050 DMJ1/.050 DMJ1 / Green-5,tinted,uncoated,12,11.940,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-5 (2) / .050 DMJ1/.050 DMJ1 / Green-5,0.547,0.195,0.840,IGDB v75.0,18063
Cardinal Glass Industries,,E366-5 (2) / .050 DMJ1/.050 DMJ1 / Grey-5,tinted,uncoated,12,11.940,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-5 (2) / .050 DMJ1/.050 DMJ1 / Grey-5,0.357,0.139,0.840,IGDB v75.0,18064
Cardinal Glass Industries,,E366-5 (2) / .060 GREY (2x030) .030 PVB / Clear-5,tinted,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-5 (2) / .060 GREY (2x030) .030 PVB / Clear-5,0.148,0.066,0.840,IGDB v74.0,18052
Cardinal Glass Industries,,E366-5 (2) / .075 Vanceva Storm / Clear-5,clear,uncoated,12,11.100,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-5 (2) / .075 Vanceva Storm / Clear-5,0.600,0.232,0.840,IGDB v58.0,18140
Cardinal Glass Industries,,E366-5 (2) / .090 AQUAMARINE PVB/ Clear-5,clear,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-5 (2) / .090 AQUAMARINE PVB/ Clear-5,0.530,0.203,0.840,IGDB v108.0,18329
Cardinal Glass Industries,,E366-5 (2) / .090 BLUGRN PVB/ Clear-5,clear,uncoated,12,11.700,,,,,,,в имени IGDB зашиты номера поверхностей,"ЛАМИНАТ — не продукт каталога, состав задаётся в Makeup",,E366-5 (2) / .090 BLUGRN PVB/ Clear-5,0.494,0.188,0.840,IGDB v108.0,18326
